,id,member_id,loan_amnt,grade,desc
451,1099372,1335652,14000.0,B,"  Borrower added on 01/09/12 > The loan is primarily for a planned trip the Florida, specifically Orlando and Miami in May. This will also include a cruise to the Western Caribbean and the exploration of some of its islands. The rest of the  money will pay off my high interest yielding loan from another lender. Thanks.<br>"
229,3917704,5010924,18275.0,B,  Borrower added on 03/24/13 > Solid long term employee with good income looking to lower interest rates and consolidate credit card debit.  I would much rather a person benefit from my payments that the outrageous rates the stores and card companies charge.  I am loyal and reliable and would really appreciate this opportunity.<br><br> Borrower added on 03/24/13 > Long term employee with solid income and excellent payment history looking to reduce interest rates.  I would much rather that someone benefit from my payments than pay provide credit companies extra profits from their outrageous rates.  I like the innovate alternative that LendingClub offers.<br>
595,4291927,5484686,12000.0,A,"  Borrower added on 04/17/13 > This loan is for debt consolidation. The rate is much better than my previous lending club rate (almost 10%), and my credit card rate (over 16%). The main purpose is to clear me of my credit card debt for a clean slate for a responsible budget.<br>"
493,4298405,5470866,3825.0,C,  Borrower added on 04/29/13 > to consolidate credit cards and medical bills<br><br> Borrower added on 04/29/13 > bill consolidation<br>
820,1125044,1363001,35000.0,A,  Borrower added on 02/08/12 > this is for my family purpose.<br>
203,1041805,1271841,6000.0,A,  Borrower added on 11/25/11 > Loan for unexpected family emergency.  I intend to pay this off sooner that 36 months with employee bonus early 2012.  Thank you. <br>
204,10072672,11923969,7925.0,D,"  Borrower added on 03/16/14 > I have been on sales businnes for almost a year and a half,but now i want to go big,because everything is going great for me. This is why i would like to borrow money to get a little bit more inventory.<br>"
271,1091726,1307017,30000.0,E,  Borrower added on 01/03/12 > This loan will be used to payoff my Private mortgage & buy New windows<br>
687,1678409,1960804,35000.0,G,  Borrower added on 10/26/12 > Tell your story. What is your loan for?<br><br>  Borrower added on 10/31/12 > Debt consolidation with definitive maturity<br>
812,388737,422393,15000.0,A,"Background on my financial debt:  $4,500 credit card debt, $7,000 bank line of credit; $4,500 Prosper loan; and $18,000 vehicle loan.  Interest rates on credit cards range from 15-18%, bank line of credit 12%, Prosper loan 10% and vehicle loan 18%.  Just received a generous credit card line from U.S. Bank.   I would move the $4,500 in credit debt to that card which guarantees a 3% rate on balance transfers for 5 years.   I would then use a Lending Club loan to pay of my current line of credit with the bank and pay down some of the vehicle loan.  And then because of the new zero balance on the bank line of credit the remainder of the vehicle loan could be transferred to that line of credit.  So the bottom line is I am transferring my credit card debt to a 3% rate, my current line of credit balance to an 8% rate and portions of my vehicle loan to 12% and 8% rates.  "
12,3298869,4071535,10000.0,C,  Borrower added on 01/29/13 > I would like to pay off credit card and have just one payment a month. If I do this they will be paid off sooner and much less of a hastle<br>
318,1135546,1375266,5000.0,A,  Borrower added on 02/03/12 > I am looking to lower my finance charges from large banks. This is the wave of the future.<br>
473,6876221,8498317,3500.0,D,  Borrower added on 08/19/13 > fencing around back yard to ensure the safety of our children and dog.<br>
122,11564591,13536743,12000.0,A,"  Borrower added on 02/05/14 > I will pay on credit card debts. e.g., Chase and Capital One<br><br>  Borrower added on 02/05/14 > For Your Information - I will pay off my debt of $7,000 to Chase, $3,000 to Capital One and $2,000 to Bank of America. All of which have higher interest than this loan I am hoping to get.<br>"
121,1465535,1721642,14700.0,D,  Borrower added on 08/07/12 > Consolidating Credit cards totaling ~$12k into the lower Lending Club Interest Rate. <br>All accounts are current and 'more than minimum' has been getting paid monthly on every account. Just a simple consolidation. Thanks<br>
577,6634810,8216957,12000.0,D,  Borrower added on 08/13/13 > I have 2-3 credit cards that i maxed one of them. I make my payment every month but it seems that the amount dose not go down.i would like to get this loan to pay them off and close them<br>
797,8118271,9860236,10000.0,C,"  Borrower added on 10/17/13 > I need this loan to pay off high interest credit cards and some medical expenses. You will find that I am never late on any of my bills, and I am a very good risk.<br>"
698,1516086,1778735,5500.0,A,  Borrower added on 09/02/12 > Pay off credit cards with higher interest rates.<br>
138,570914,734418,4000.0,A,"  Borrower added on 09/09/10 > For Yamaha GP1200R Waverunner<br/> Borrower added on 09/10/10 > Waverrunner has a Nada book value of $4,835 (with included trailer and all accessories that's being included in the sale is $5,600)<br/><br/>My credit score is 734 (checked a week ago)<br/><br/>My credit has been established since 1995 at the age of 17 and all loans and credit has always been paid off ahead of time with no missed payments ever - not even a late payment.<br/>"
607,4556386,5808614,16100.0,B,  Borrower added on 04/23/13 > Just trying to get my finances back in order after being a &quot;friend&quot; to someone that ended up freeloading.<br><br>  Borrower added on 04/23/13 > I will be using this loan to become debt free in the next few years.  I will be closing credit accounts immediately after consolidating them.<br>
586,4284581,5476732,24700.0,A,"  Borrower added on 04/09/13 > Loan for kitchen, roof, and flooring renovations/updates for investment property. Contractor estimates have come back at $21k-$25k.<br>"
345,9374827,11206965,33000.0,D,  Borrower added on 12/05/13 > pay off credit card debt into one loan<br>
249,10098435,11950125,20800.0,A,  Borrower added on 12/28/13 > To pay off high interest credit and to simplify my debt.<br>
964,631207,808636,25000.0,D,"  Borrower added on 12/10/10 > Hello,<br/><br/>I will be using these funds to close out higher interest rate credit cards that will lower my monthly payment substantially. I took out these higher interest cards during the downturn  to cover expenses incurred due to short period of unemployment. I have always paid my loans off, never had any bankruptcy or chargeoffs.<br/>I have a good income but the high interest rates Im paying are a big burden.<br/>"
568,281841,281765,3500.0,A,to purchase a motorcycle
1037,1215297,1456541,8600.0,A,"  Borrower added on 03/29/12 > After surviving a series of life emergencies, I am back on track, working for one of the greatest companies in the world, and ready to get my credit back to its old impressive self! With this MUCH appreciated loan, you will be MAJORLY improving my life, and ensuring yourself timely payments in full!<br>"
491,1363220,1607218,9600.0,B,"  Borrower added on 06/13/12 > I have been working my way out of debt over the last two years -slowly, but successfully!  This will enable me to close my credit card accounts and move forward.  Thanks for your help with acheiving my goal.<br>"
146,3219699,3962509,6700.0,D,  Borrower added on 01/22/13 > I created my business 4 years ago &amp; I am still going strong but I accumulated debt while I was starting. I finally have huge opportunities rolling in that will wipe my debt clean by the end of 2013 but I don't want to worry about finances while I am completing the first jobs in the series.<br>
601,1101594,1337990,8000.0,D,  Borrower added on 01/12/12 > Named it Good because it will be good and feel good to be debt free.<br>
593,245733,245715,6400.0,A,refinance high interest credit card debt
348,1510881,1772693,6550.0,A,"  Borrower added on 08/29/12 > To the investors who may help me. This is a strict consolidation loan without using any personal money. I have the two most important  things to receive a loan. They are stability and ability to pay. I maintain a very good credit history. If you are going to help, this will be a solid investment.<br><br>  Borrower added on 09/02/12 > I hope all of you will and have had a good Labor Day. I am wanting to move forward with any help you the investor can provide. The overall feeling of becoming mostly debt free is an experience I am ready for. In closing, my time expires soon so I am reaching out to for your help so I can move ahead.<br>"
201,6328803,7860232,18000.0,B,"  Borrower added on 07/14/13 > I have been working for several years to get ahead and get out of debt,  I am in a better position now to do that and would like to consolidate everything to one payment and accomplish this goal!  I appreciate your consideration.<br>"
606,11384606,13326758,35000.0,E,  Borrower added on 01/28/14 > I am trying to consolidate all of my debts into one monthly payment. This will help tremendously in getting out of debt!<br>
922,9685296,11537415,15000.0,C,"  Borrower added on 12/12/13 > Home Improvement Loan for Copper Repipe, Drywall, Flooring, Painting, Electrical Wiring Upgrades.<br><br>  Borrower added on 12/12/13 > Thanks.<br>"
486,1684877,1967052,26000.0,B,  Borrower added on 10/22/12 > Debt Consolidation<br>
814,5638586,7020958,6000.0,D,  Borrower added on 05/31/13 > I need this money to help a family member<br>
695,7274842,8916969,20000.0,F,"  Borrower added on 09/11/13 > the loan is to pay off high interest credit cards and consolidate into one monthly payment also allowing for the building of savings to avoid having to use credit cards in the future,<br>"
150,3357998,4171687,24575.0,D,  Borrower added on 02/05/13 > Would like to be able to payoff credit cards with high interest rates and be debt free soon! Hope to soon accomplish my dream of being a home owner.<br>
247,6395787,7927868,13575.0,C,  Borrower added on 07/18/13 > Credit Card re-fi. Have the desire to get all credit card debt paid off in a timely manner.<br>
183,7935013,9657133,20000.0,A,  Borrower added on 10/11/13 > consolidate high intetrest credit cards<br>
245,7286668,8928724,13000.0,C,  Borrower added on 09/12/13 > Pay off credit card debt<br>
616,2827921,3410535,4800.0,D,  Borrower added on 01/01/13 > We ended up using our property tax money to pay for a major car repair.  We are requesting the money to become current in our taxes again.  Our hope is to pay this off in less than 3 years.<br>
459,1304298,1549468,35000.0,E,"  Borrower added on 05/17/12 > Debt Consolidation<br><br> Borrower added on 05/17/12 > To consolidate debt.  Once debt is paid, plan to only keep a few low dollar cards such as Lowes and Household Mastercard<br>"
500,3605348,4537543,9300.0,D,  Borrower added on 02/26/13 > I would love to be debt free as soon as possible.<br>
944,1448249,1701126,10075.0,A,  Borrower added on 08/15/12 > Woohoo can't wait to pay off CC's!<br>
563,10092881,11944064,10000.0,B,  Borrower added on 01/07/14 > To pay off credit cards balances and make some improvements on my home.<br>
891,2744745,3326919,2400.0,C,  Borrower added on 12/30/12 > I am looking to lower the rate on my credit card debt.<br>
717,6285280,7817294,30000.0,F,  Borrower added on 07/10/13 > Consolidation of debts<br>
69,1403584,1652498,16250.0,F,"  Borrower added on 07/19/12 > I bought my home about 1 year ago..Paid cash, not it needs some TLC. Going to consolidate some high interest credit cards as well.<br>"
321,3197980,3930905,21000.0,A,  Borrower added on 01/17/13 > Refinance Credit Card Debt<br>
811,1143188,1383946,1000.0,C,  Borrower added on 02/07/12 > This is to refinance credit card debt.<br>
251,2372085,2834862,6850.0,B,"  Borrower added on 12/11/12 > it was only 2 years ago I bought my house which makes it lack a refurbishment,in the furniture of the kitchen you lack new paint because it is in bad condition in regard to the bedrooms need paintig and composing the floor as they are in bad conditon.<br>"
726,1446131,1698502,12000.0,B,"  Borrower added on 09/04/12 > I am selling my house for $160,000 which almost equals the balance of the loan.  Decided to not purchase another home, will be moving in with Fiance at no monthly mortgage .  Accepted offer, with Realtor Fees closing cost will be around 13,000.00.  Projected cost savings of $1000 per month.<br>"
579,1063090,1295591,10000.0,B,  Borrower added on 12/12/11 > my credit cards jumped its interest rates and i hope my loan  will  approve so i can pay off all my debts<br> Borrower added on 12/14/11 > and hope my loan be issued before xmas happy holiday<br>
462,1826867,2129223,10000.0,D,"  Borrower added on 11/05/12 > Trying this out ... it's not critical I get a loan, but I got a ad in the mail, I love the idea of LendingClub, and wouldn't mind consolidating credit cards.<br><br>  Borrower added on 11/06/12 > It's not critical I get a loan, but thought I'd try this out. I got an ad in the mail, I love the idea of LendingClub, and wouldn't mind consolidating credit cards ... I'd rather pay regular people interest than a bank.<br>"
788,2896404,3528780,8000.0,B,  Borrower added on 12/31/12 > Pay Credit Card W/ High APR And Vacation<br>
139,2837524,3420071,12375.0,C,  Borrower added on 01/07/13 > Paying off my credit cards<br>
664,1073267,1308863,7000.0,A,  Borrower added on 12/26/11 > pay off debt<br>
838,1409199,1658508,12875.0,A,  Borrower added on 07/25/12 > I am an excellent borrower due to my belief in sound financial practices.  I am currently in a very stable job market; employed for over 7 years with the company.  This along with my detailed budgeting will allow me to complete this loan repayment timely.<br>
324,3235910,3978200,22000.0,D,  Borrower added on 01/19/13 > I want to consolidate my loans that I had taken some time back.<br>
809,9807201,11659111,28625.0,A,  Borrower added on 12/16/13 > Need to some funding for parents back home to their home improvement.<br>
530,6184820,7656969,21000.0,B,"  Borrower added on 07/01/13 > I'm looking to consolidate credit card debt into a single payment with a reduced APR. I have a stable job, where I have worked for 3+ years. I have a strong credit score and never had a late payment. This payment fits into my budget as it is actually lower than the current debt payment.<br>"
535,9075530,10887605,21250.0,A,"  Borrower added on 11/21/13 > I have 3 credit cards with the balance total of about $25,000. Average interest rate is about 0.14, and my monthly payment is about $900. I want to consolidate my credit cards with only one lender with lower interest rate. I hope LendingClub is the solution.<br>"
416,3221275,3964283,9000.0,B,"  Borrower added on 01/23/13 > Basically exlporing P2P expirence.  Invested in &quot;the other&quot; site, decided to try the borrower side of the equation.  I hope this is the future, I would rather pay interest to people than banks, and lend to people rather than invest in stocks and horrible corporations. <br><br>thank you<br><br> Borrower added on 01/23/13 > Just exploring the P2P world, invested in &quot;the other site&quot; so I want to see the borrower side. I hope this is the future of banking, I would rather pay interest to a person than a bank, and would rather invest in people than stocks and horrible corporations.  <br>Thank You<br>"
1036,779698,982454,25000.0,F,"  Borrower added on 06/20/11 > This is to facilitate the sale of my home I had to move due to transfer in my job. I have been at my job over 20 years and got caught in the bad housing market. This will solidify my financial position. My payment history is excellent<br/> Borrower added on 06/21/11 > I am asking that you please consider this loan I am getting it to avoid a short sale situation on my former home in another state hopefully this shows you my commitment to paying my debts. I have been paying on this property for the last 3 years this loan will greatly reduce my debt obligations.<br/> Borrower added on 06/24/11 > Thanks to all investing in us you will not be let down.<br/> Borrower added on 06/26/11 > If there is any other information you need please ask.<br/> Borrower added on 06/27/11 > Our property is currently under contract to sell. I will need to bring $24000 to closing to sell the house. This loan is much needed after this property is sold my debts will be minimal. This will take $2,500 a month off what we currently have outgoing. Your investment is much appreciated. I have a stable job I have been at for over 20 years.<br/>"
940,3067407,3740090,14400.0,C,  Borrower added on 01/07/13 > trying to get out from under high interest credit cards and have one payment<br>
833,10885408,12767550,6000.0,B,  Borrower added on 01/23/14 > I have $6000.00 in credit card debt &amp; I wish to consolidate it into one payment through Lending Club.<br>
180,11925221,13917372,10000.0,E,  Borrower added on 02/16/14 > Need to pay off debit<br>
801,1489413,1748510,13000.0,B,  Borrower added on 08/18/12 > I'm applying for this loan to pay off my higher interest credit cards and lower my monthly payments.<br>
301,10524745,12396896,20000.0,B,"  Borrower added on 02/07/14 > To consolidate our credit card payments. We are making our payments just fine, but it takes FOREVER to get them down to $0.<br>"
631,3535780,4428082,21000.0,A,"  Borrower added on 02/23/13 > I am paying off 7 credit cards which have a total balance of 20,458. A lot of the credit was obtained for my kids college.<br>"
604,9284615,11116764,15225.0,C,  Borrower added on 12/07/13 > I  want to consolidate all my credit accounts to only 1 monthly payment<br>
484,6305372,7837412,24000.0,A,  Borrower added on 08/16/13 > Debt consolidation.<br>
1069,417855,487397,5000.0,C,"I have never defaulted on any of my accounts.  I am very reliable and trustworthy.  My credit score is around a 700.  I just want to consolidate my credit card debt.  Along with that, the school that I go to is very hard to get funding for.  I will use it for that as well.  Please consider my situation.  Thank you very much."
191,819711,1027858,35000.0,E,  Borrower added on 07/18/11 > Thank you!<br/>
868,4285778,5478032,5000.0,B,  Borrower added on 04/09/13 > I am applying for the loan which will be very helpful to do some improvement on my house. I need to paint the inside and outside of this house and also do some work on the Driveway that has started to crack.<br>
609,6580117,8132126,18000.0,B,"  Borrower added on 08/25/13 > I'm looking to obtain funding to have my home exterior painted, roof repaired, and consolidate several credit card  balances.<br>"
325,6919891,8561850,21000.0,B,  Borrower added on 09/27/13 > The loan will be used towards some repairs.<br>
173,6907375,8549379,7550.0,D,  Borrower added on 08/24/13 > I would like to make my home more energy efficient by getting new windows and/or insulation.<br>
956,9827715,11679621,2500.0,C,  Borrower added on 12/17/13 > Got ahead of myself with Christmas and medical bills. Need to consolidate so would not get behind. Thank you for your time.<br>
1022,3370334,4223242,22250.0,E,"  Borrower added on 02/12/13 > Home improvement includes new roof, vinyl windows &amp; replace deck, paint exterior/interior, remodel kitchen &amp; bathrooms.<br>"
1062,4435865,5668110,15000.0,A,  Borrower added on 04/22/13 > Establishing a three-year debt-elimination plan.<br>
356,3677310,4640616,20000.0,B,  Borrower added on 03/10/13 > Debt consolidation<br>
25,10627109,12499109,13200.0,C,  Borrower added on 01/14/14 > WOULD LIKE TO PAY OFF HIGH INTEREST CREDIT CARDS AND CONSOLIDATE INTO ONE MONTHLY PAYMENT TO FREE UP MONTHLY FUNDS FOR SAVINGS AND PAYING OFF THIS LOAN QUICKER<br>
481,976565,1199319,7000.0,B,  Borrower added on 10/12/11 > I plan to use the money to pay medical bills.<br/>
365,1412565,1662231,16425.0,F,"  Borrower added on 08/05/12 > Debt consolidation to lower monthly payments<br><br>  Borrower added on 08/08/12 > Debt consolidation.  I was flooded in September 2011 and lost most of my belongings.  In trying to replace things, I would like to now consolidate my payments into one and lower my monthly expenses.<br>"
887,1425253,1676368,14800.0,B,  Borrower added on 07/18/12 > We would like to remodel our patio and convert it into a gameroom/playroom.  Thank you for your consideration.<br>
1098,7456583,9118643,9600.0,D,"  Borrower added on 10/08/13 > Over that past 12 years, I managed to dig myself a pretty good hole that was filling quickly with credit card debt. I'm at a point where I can pay this off but just needed to consolidate it into 1 balance and payment.<br>"
83,6566704,8118771,8000.0,B,  Borrower added on 07/23/13 > I want to pay off credit card debt.<br>
1015,4280815,5463455,9600.0,B,  Borrower added on 04/16/13 > this was great THANKS pay off the loans with a better interest and one bill from one bank all cards are gone now THANKS FOR YOUR HELP<br>
282,3706930,4679429,10500.0,A,"  Borrower added on 03/11/13 > credit card consolidation<br><br>  Borrower added on 03/13/13 > I have stable income, and great credit.  Looking forward to this loan and paying it off. Thanks.<br>"
398,751767,951232,3600.0,C,  Borrower added on 05/09/11 > Paying off two debts with one loan<br/>
649,9135078,10967193,15000.0,B,  Borrower added on 11/26/13 > I want to consolidate all my credit cards and loans<br><br> Borrower added on 11/26/13 > i want to consolidate all my credit cards and loan so that only this loan is the only one i have to pay monthly.<br>
466,689986,880316,3000.0,B,  Borrower added on 03/02/11 > I have student loans with high interest rate that i need to pay off.  I am currently working full time as an accounting manager.<br/>
839,1357924,1601904,21700.0,A,  Borrower added on 06/12/12 > To pay off some taxes and consolidate my debt.<br>
303,8946332,10738381,20125.0,B,  Borrower added on 11/13/13 > This Loan is for general debt consolidation and to relieve the financial strain of having multiple lenders.<br>
15,1223389,1464040,18200.0,C,  Borrower added on 04/25/12 > I was unemployed for part of 2011 and had to pay a lot of bills with credit cards. I'm looking to consolidate all of those bills as well as pay my taxes from 1099s on the year of 2011.<br>
555,10525712,12397866,10550.0,C,  Borrower added on 02/07/14 > house projects<br>
519,7064144,8725624,20000.0,B,"  Borrower added on 09/09/13 > I want to consolidate my school loans, higher interest credit cards, and car note. I don't have a ton of debt but I think it is time to get that which I do have under control.<br>"
213,3198950,3931947,21000.0,B,"  Borrower added on 01/17/13 > When both of my children were in college, I had to assist them with daily living expenses and tuition.  My daughter recently graduated and is now employed and my son is about to graduate and is now working.  I also had some medical bills and had to purchase new appliances for my home.<br><br> Borrower added on 01/17/13 > Debt consolidation and payment of medical bills.<br>"
955,4288169,5480629,9600.0,B,  Borrower added on 04/12/13 > We have some accounts that we would like to consolidate and payoff sooner due to the interests being much higher.<br>
89,497767,638175,6000.0,D,  Borrower added on 03/25/10 > I want to pay off my credit cards completely. I started contributing 401k in may of last year and recently open an ira. I have helped my mother with her home and would like to continue helping withput delaying my invesrment and savings goals<br/> Borrower added on 03/26/10 > I also plan to retire this debt way before three years  .<br/>
883,1491410,1751028,12050.0,B,"  Borrower added on 08/21/12 > I have several credit cards that are all being paid on time,I want to pay off the balances so that instead of several payments per month,I can have one.I also would like to close some of the higher interest rate accounts,and pay off my debt in three to five years.<br>"
222,452147,557815,18250.0,C," 557815 added on 11/17/09 > Due to a sudden onset illness in July 2009, I incurred substantial medical and prescription costs that are beginning to level out.  This came at the same time as my finace's income being cut.  I want to consolidate and pay off the debt with one monthly payment instead of several.<br/> 557815 added on 11/23/09 > My job is secure, and my health is on the mend!  My illness will in no way affect my ability to repay this loan.<br/> 557815 added on 11/24/09 > I appreciate your funding.  It will be a great stress reduction for the new year to have this debt consolidated into a stable monthly payment.  I have already budgeted the monthly payment in the hope that I'll be able to reach my goal.<br/>"
691,623095,798567,12000.0,D,  Borrower added on 11/28/10 > To pay off credit cards.<br/> Borrower added on 11/28/10 > To pay off credit cards.<br/> Borrower added on 11/28/10 > To pay off credit cards due to medical bills.<br/> Borrower added on 11/28/10 > To pay off credit cards due to medical bills.<br/> Borrower added on 11/28/10 > I would appricate anyone who can help me. I want to get out of this debt!<br/> Borrower added on 11/28/10 > I work two jobs. One is in real estate. The other is working with autistic children.<br/>
761,10945922,12848080,12000.0,B,  Borrower added on 01/29/14 > pay off credit cards with higher APR<br><br> Borrower added on 01/29/14 > pay off credit cards with higher APR<br>
936,1322465,1567469,24000.0,A,"  Borrower added on 05/28/12 > I'd like to use the fund to consolidate all my debts. I have a very stable job for two years now, and I have a monthly budget of $800 to pay back this loan once approved.<br>"
48,1377552,1622362,10000.0,B,"  Borrower added on 06/26/12 > This loan is to pay off high interest credit cards, credit lines and loans. Its heart breaking watching most of the money going towards the interest and the balance slowly dropping. This fund would definitly get me back on the right finacial track.<br>"
627,2084784,2416947,18550.0,A,  Borrower added on 11/15/12 > Pay off high interest credit cards; home improvements.<br><br>  Borrower added on 11/17/12 > I found out about Lending Club in a story in Real Simple magazine; so thankful there's a program out there like this.<br>
941,4280481,5463096,20475.0,F,  Borrower added on 04/16/13 > Some medical exp. Few credit cards.Truck note. I'v not been late on any payment. My note's are going in so many different dirction.Be nice if goes one way. My budget change a little each month. but around 1200. Been working for same comp for 10 years. It's what i like to do. and the pays not bad.<br>
5,502488,646186,6250.0,C,"  Borrower added on 04/08/10 > This loan is needed to enable my wife to have an important surgery.  I have a good credit score, an excellent payment history, and I'm fully employed with the military<br/>"
988,5356011,6708241,16000.0,D,  Borrower added on 05/20/13 > I need this loan to pay off all other debt and consolidate all my bills into one manageable account.<br>
232,1568269,1835631,5375.0,C,  Borrower added on 09/25/12 > To pay off some credit cards to get back on track on finance.<br>
529,1138456,1378821,22500.0,E,  Borrower added on 02/05/12 > paying off 2 credit cardsand 2 vehicle loans<br>
588,5637181,7019471,23000.0,B,  Borrower added on 05/31/13 > my loan  is to consolidate debt and get out from under the interest rate trap!<br>
199,10695654,9377783,12000.0,C,  Borrower added on 02/28/14 > Refinance Credit Card Debt<br>
602,11638337,13610525,10000.0,D,  Borrower added on 02/12/14 > Upgrade outdated heating and cooling system.<br>
536,3494980,4377175,20000.0,C,  Borrower added on 02/21/13 > Loan is needed to payoff credit cards.  Please advise if you need more information.<br>
109,10140686,11992151,11700.0,C,  Borrower added on 01/02/14 > My goal is to consolidate the credit card balances I have and make one large monthly payment instead of smaller payments that don't make a dent in the balance amounts. Thank you in advance for your consideration!<br>
165,3294485,4167858,3950.0,D,  Borrower added on 02/04/13 > This loan is to pay off small debts; credit cards and a car loan. Trying to decrease some overhead to start saving to possibly purchase a home.<br>
939,3455455,4319112,10475.0,B,"  Borrower added on 02/17/13 > After some medical bills, it was necessary to use a few credit cards with introductory low interest rates. Now the interest rates are astronomical and the finance charges are piling up even though we don't use the cards. This debt consolidation will pay these off for good and get us on track.<br>"
414,1468829,1725647,8000.0,B,"  Borrower added on 08/08/12 > This loan is to purchase a home in suisun city ca. I have 10000 saved but needed 8000 more for closing costs. This will be the second home I have purchased (own. Duplex now) and will be looking to purchase another next year. There is no way I will let this loan default since I need to maintain a 660<br><br> Borrower added on 08/09/12 > Saved 10000 for home, need another 8000 for closing. Will be purchasing another home after tax season. This requires a 660 fico minimum. Definitely will not default.<br>"
573,1605734,1877329,20675.0,C,  Borrower added on 10/11/12 > My loan is being used for debt consolidation and my wedding.<br>
223,7505302,9167418,15000.0,A,  Borrower added on 09/25/13 > To consolidate the balances owed on some credit cards into one monthly payment.<br>
675,1314884,1560400,20000.0,D,  Borrower added on 05/23/12 > pay off credit cards<br>
930,5650694,7033165,12000.0,B,  Borrower added on 06/03/13 > We purchased a home and had two babies. Now its time to pay off the credit card bills that resulted and get debt free.<br>
275,1345207,1589763,3625.0,D,  Borrower added on 06/07/12 > I am looking forward to move on to the biggest chapter in my life. Getting married! Me and my finance have been together for 5 years now. I don't want to waste any more time because i know exactly what i want. I'm so excited to start this process. Any help financial would be absolute blessing.<br>
148,9008697,10800634,10000.0,B,  Borrower added on 11/18/13 > To pay off my credit card debt.<br><br> Borrower added on 11/18/13 > I need to pay off credit card debt.<br><br> Borrower added on 11/18/13 > I plan to pay off my credit card debt. I am very reliable in paying my bills on time. I have been employed at my job for 34years.<br>
792,1522637,1786477,12000.0,B,  Borrower added on 09/20/12 > Ijust want to pay off some bills and have one payment.<br>
158,2366170,2828474,16000.0,E,  Borrower added on 12/07/12 > I'm hoping to have all credit cards and car payment paid. That way instead of paying several payments I can just make one monthly payment on the loan.<br>
295,464091,581451,8750.0,E," 581451 added on 11/28/09 > Essentially my loan will serve to eliminate my current credit debts.   I am a hard worker, home owner, and good husband.  I feel secure in all respects of my life, and would like to consolidate my debt so that I may sleep a bit easier.  I own my car out right and have plenty of collateral tied up in my 401K/IRA.  Thank you for your consideration.<br/>"
508,11886650,13878813,18450.0,C,  Borrower added on 02/20/14 > Dept/Credit Consolidation Loan<br>
526,4175954,5318222,24000.0,A,  Borrower added on 04/03/13 > To consolidate my credit card bills .<br>
720,1424790,1675467,6400.0,B,"  Borrower added on 07/24/12 > Thanks investors, this is a huge help for me (but I can't wait to pay it off!)<br>"
737,5365448,6717664,13200.0,A,  Borrower added on 05/20/13 > Debt Consolidation of 2 credit cards and the final payments on 2 car loans.<br>
375,8607509,10359499,15000.0,D,  Borrower added on 11/19/13 > I have too many cards  want to organize so I can budget<br>
171,7636879,9318935,6900.0,C,  Borrower added on 09/30/13 > Included my car in a loan consolidation at a rate of 20.24. Now I would like to refinance at a lower rate.  I've always paid on time and all my accounts have always been in good standing. You will be able to confirm on my credit report.<br>
1090,1103824,1340186,15000.0,A,  Borrower added on 02/07/12 > Pay off credit cards.  Small amount for a home improvement<br><br>  Borrower added on 02/10/12 > Pay off credit cards and small amount for a home improvement.<br>
528,10096474,11948516,6000.0,B,"  Borrower added on 12/24/13 > Car repairs and flooring repairs<br><br> Borrower added on 12/24/13 > Car repairs, flooring<br>"
807,1400111,1648065,19600.0,A,"  Borrower added on 08/07/12 > I am building a shared work space for creative people. It provides creative &ldquo;play&rdquo; space &ndash; space to think, space to experiment, and space to collaborate. I need money to purchase some work tables, stools, and storage cabinets.<br><br> Borrower added on 08/07/12 > I am building a shared work space for creative people. It provides creative &ldquo;play&rdquo; space &ndash; space to think, space to experiment, and space to collaborate. I need money to purchase some work tables, stools, and storage cabinets.<br>"
852,1363066,1607059,4950.0,C,  Borrower added on 06/18/12 > I NEED THE LOAN TO PAY OFF HIGH INTEREST CREDIT CARDS.<br>
722,6579027,8131065,19000.0,B,  Borrower added on 08/05/13 > My goal is to consolidate my 2 credit card debts into 1 low monthly payment<br>
274,5886074,7348228,24000.0,B,  Borrower added on 06/20/13 > I've gotten myself into a lot of credit card debt and I'm trying to get them paid off ASAP.  By consolidating them and having one monthly payment will make it easier for me to get them paid down faster.<br>
16,12675196,14677343,30000.0,C,  Borrower added on 03/12/14 > Debt consolidation to free up money to purchase another home.<br>
407,1304969,1550146,12000.0,C,  Borrower added on 05/20/12 > Simply consolidating my credit card balance after pay off these cards I will stick with my debit card as I don't have much expense at all<br>
317,1083678,1320653,10000.0,B,  Borrower added on 12/29/11 > This loan will be used to purchase a new(er) and larger vehicle. We will also 'rollover' our current LendingClub loan.<br>
164,11986408,13978570,21000.0,C,  Borrower added on 02/18/14 > To pay off my credit card debit<br>
185,11675656,13647805,8000.0,A,  Borrower added on 02/07/14 > a new septic system<br>
460,9775505,11627546,6000.0,B,  Borrower added on 12/12/13 > Pay credit card debt in a more cost effective way<br>
652,4525613,5787819,20000.0,C,"  Borrower added on 04/27/13 > The purpose for this loan is to payoff credit cards, school loan, personal loan, and various home improvements.  We are on time with our payments and this loan would lower our monthly expenses.  I have a secure job and have been at my employer over 12 years.<br>"
302,1345425,1589984,16000.0,D,"  Borrower added on 06/07/12 > I currently have some high interest loans. I took these loans out to help get my son through college. Now that he is finish, it is time for me to pay them off.  Would like to consolidate.<br>"
